ZS_w_diff_0,ZS_w_diff_commit_0,ZS_w_diff_commit_rel_text_0,FS_w_diff_k,FS_w_diff_commit_k,FS_w_diff_commit_rel_text_k,CoT_w_diff_0,CoT_w_diff_commit_0,CoT_w_diff_commit_rel_text_0
0.516979455947876,0.577096700668335,0.5378502607345581,0.4889786839485168,0.5147374868392944,0.4927073717117309,0.5603921413421631,0.5554168820381165,0.5139689445495605
0.5310691595077515,0.5774165391921997,0.7550514340400696,0.5845838785171509,0.5183038711547852,0.7004416584968567,0.5546392798423767,0.6914949417114258,0.7215925455093384
0.4257614016532898,0.7628994584083557,0.7628833055496216,0.5390599966049194,0.7342473268508911,0.7866993546485901,0.4745526313781738,0.6071313619613647,0.7388229370117188
0.7232216000556946,0.7346807718276978,0.7346807718276978,0.636782705783844,0.6146119832992554,0.6250585913658142,0.7213101387023926,0.7475991249084473,0.7245236039161682
0.5791477560997009,0.5790678858757019,0.6122198104858398,0.5832692980766296,0.4998649656772613,0.6548867225646973,0.5595097541809082,0.5652869939804077,0.7596402168273926
0.6240876913070679,0.722571611404419,0.7106730937957764,0.6109399795532227,0.7632235288619995,0.709467887878418,0.6571502685546875,0.6511337161064148,0.6457276344299316
0.6749227046966553,0.7410454750061035,0.5171648263931274,0.4580600261688232,0.4984638690948486,0.6756250858306885,0.6670499444007874,0.7744282484054565,0.7406653165817261
0.5974129438400269,0.6559751629829407,0.6654024124145508,0.571823239326477,0.5884997844696045,0.5768070816993713,0.6095858216285706,0.6589301228523254,0.6442528367042542
0.6855611205101013,0.6257579326629639,0.5469684600830078,0.5665438175201416,0.5345686674118042,0.671036958694458,0.5771833062171936,0.5693095326423645,0.6911990642547607
0.6139863729476929,0.6385310888290405,0.6236370801925659,0.6145054697990417,0.6493980288505554,0.6587489247322083,0.5955560207366943,0.5816323161125183,0.5804197788238525
0.5984899997711182,0.6191216707229614,0.5507993698120117,0.6255974769592285,0.6036015152931213,0.539749026298523,0.7020910978317261,0.6834850311279297,0.6769369840621948
0.240075945854187,0.2282279729843139,0.2562404870986938,0.2136880159378051,0.2356987595558166,0.2421696484088897,0.2404921501874923,0.3171979486942291,0.2809494733810425
0.687340259552002,0.6024453639984131,0.6052611470222473,0.7331632375717163,0.6303571462631226,0.602827787399292,0.7081751823425293,0.5982632040977478,0.7498866319656372
0.2304406017065048,0.3060883283615112,0.3000415563583374,0.2413314282894134,0.2238984405994415,0.203031837940216,0.2386559098958969,0.2708744406700134,0.2852260768413543
0.6547848582267761,0.6946781277656555,0.696273684501648,0.6320428848266602,0.6523008346557617,0.7077851295471191,0.6168596744537354,0.6518845558166504,0.6450452208518982
0.2067050337791443,0.2522081136703491,0.2401910424232483,0.2103630751371383,0.2195122390985489,0.21383598446846,0.1986499726772308,0.2959854006767273,0.263558030128479
0.2359247356653213,0.2440843731164932,0.2451062500476837,0.2162559628486633,0.2115132361650467,0.2177751213312149,0.2479501515626907,0.2788712978363037,0.3005992472171783
0.2587999701499939,0.2383835017681121,0.2725758552551269,0.2282737046480178,0.2166760712862014,0.2710986733436584,0.2728928923606872,0.2857707738876343,0.2755993604660034
0.641165018081665,0.6150857210159302,0.6483532190322876,0.6070162057876587,0.5960690975189209,0.657968282699585,0.6177292466163635,0.6424317955970764,0.6387514472007751
