ZS_w_diff_0,ZS_w_diff_commit_0,ZS_w_diff_commit_rel_text_0,FS_w_diff_k,FS_w_diff_commit_k,FS_w_diff_commit_rel_text_k,CoT_w_diff_0,CoT_w_diff_commit_0,CoT_w_diff_commit_rel_text_0
0.3981868326663971,0.4044825136661529,0.4135956168174743,0.3975362479686737,0.4149308800697326,0.3811116814613342,0.3423954546451568,0.3137649893760681,0.3066361248493194
0.4999387264251709,0.5115799903869629,0.572952151298523,0.5190746188163757,0.4990329146385193,0.4662115573883056,0.4907668828964233,0.4689961373806,0.487080305814743
0.5183848738670349,0.6566529273986816,0.6626561880111694,0.5109640955924988,0.6008869409561157,0.627547025680542,0.4888684153556824,0.5374510288238525,0.5495869517326355
0.6385718584060669,0.634850263595581,0.634850263595581,0.6006884574890137,0.5682339072227478,0.4908644556999206,0.5884150266647339,0.5243749618530273,0.5150716304779053
0.4809553623199463,0.4985148012638092,0.5241128206253052,0.4830133318901062,0.4737445712089538,0.5047190189361572,0.4234778881072998,0.3827559053897857,0.4918988943099975
0.5298925638198853,0.564251720905304,0.5675901770591736,0.5154839754104614,0.5675548911094666,0.5399879217147827,0.4642661511898041,0.4781572818756103,0.480106770992279
0.6193463802337646,0.6423566341400146,0.5652706623077393,0.5238440036773682,0.5230115056037903,0.5843830108642578,0.5375592708587646,0.6185218691825867,0.5865028500556946
0.5486480593681335,0.6016358137130737,0.6053289771080017,0.4955663681030273,0.5903273224830627,0.5760836601257324,0.4593335390090942,0.4815366268157959,0.4688635468482971
0.6160949468612671,0.5641598105430603,0.5590013861656189,0.5235357880592346,0.5192307233810425,0.6168866157531738,0.5298694372177124,0.4988067746162414,0.52703857421875
0.4346344769001007,0.4622906148433685,0.4442027807235718,0.4145559668540954,0.4616371393203735,0.4302907288074493,0.358479231595993,0.3063642978668213,0.3097681403160095
0.5691591501235962,0.5719901919364929,0.5645980834960938,0.5692982077598572,0.5454986691474915,0.5401089191436768,0.600431501865387,0.5681223273277283,0.5478162169456482
0.1888304501771927,0.1918858587741851,0.2036608606576919,0.1842209249734878,0.1968673467636108,0.1920959949493408,0.172708973288536,0.1635504364967346,0.1586388051509857
0.5963122844696045,0.5391578078269958,0.5447879433631897,0.6477196216583252,0.5350959300994873,0.4842541515827179,0.5393744707107544,0.4580661058425903,0.5152409672737122
0.1910193264484405,0.1995555460453033,0.1960989236831665,0.1866855472326278,0.1838140189647674,0.18363718688488,0.1678301095962524,0.1551787108182907,0.1589490175247192
0.5972700715065002,0.5953495502471924,0.5960472822189331,0.5385801792144775,0.5436431765556335,0.537023663520813,0.3534702360630035,0.3561604022979736,0.3577724099159241
0.1738965809345245,0.1835947334766388,0.1822623610496521,0.1871518790721893,0.1806346178054809,0.18257737159729,0.1526540219783783,0.1616142839193344,0.1694639772176742
0.1840291917324066,0.1875626742839813,0.1878882050514221,0.1821612119674682,0.1717622876167297,0.1838240474462509,0.151049330830574,0.1493242383003235,0.1552352309226989
0.1914763152599334,0.1820622086524963,0.1879607737064361,0.1851977109909057,0.1896273046731948,0.1950481683015823,0.155102863907814,0.1494470238685608,0.145879790186882
0.5720981359481812,0.5500285625457764,0.5999094247817993,0.5450576543807983,0.5450865626335144,0.5468655824661255,0.4764202833175659,0.4887878000736236,0.4743607640266418
